customer_id,customer_name,email,registration_date,customer_type
430,Danielle Steele,larry16@example.net,2024-09-10,VIP
431,Rodney Evans,stephen89@example.net,2024-03-11,PREMIUM
432,Whitney Cooper,mhoward@example.org,2025-05-31,REGULAR
433,Jennifer Perez,jasonjohnson@example.net,2023-11-09,VIP
434,Matthew Johnson,kelsey90@example.net,2025-07-04,VIP
435,Martha Smith,butleromar@example.net,2024-01-09,PREMIUM
436,Christine Jennings,turnerdorothy@example.net,2024-07-22,VIP
437,Mercedes Barnes,huntchristine@example.com,2023-09-30,PREMIUM
438,Craig Gonzalez,marie35@example.net,2024-05-03,PREMIUM
439,Joshua Lozano,arivera@example.org,2024-11-10,REGULAR
440,Sara Caldwell,stacychan@example.org,2024-12-18,REGULAR
441,David Hall,joseph01@example.org,2025-04-07,VIP
442,Heather Rhodes,grodgers@example.org,2023-07-16,PREMIUM
443,Matthew Murphy,rfriedman@example.net,2023-09-14,PREMIUM
444,Catherine Morales,ynelson@example.net,2025-03-20,REGULAR
445,Mariah Robles,andersonjessica@example.org,2023-09-22,REGULAR
446,Karen Carroll,ywhite@example.com,2024-09-27,PREMIUM
447,Sheryl Acosta,timothyfreeman@example.com,2024-05-25,REGULAR
448,Matthew Smith,tiffanysantiago@example.com,2024-07-21,VIP
449,Lisa Reynolds,timothyalvarado@example.net,2024-04-14,PREMIUM
450,Kristin Huerta,smithsarah@example.net,2025-03-19,REGULAR
451,Sheila Jones,vflores@example.com,2023-08-14,VIP
452,Mason Powell,christianwallace@example.net,2024-05-31,PREMIUM
454,Joshua Petersen,pamela83@example.net,2024-11-10,VIP
455,Heidi Brown,meganrivera@example.net,2024-09-18,PREMIUM
456,Heidi Chavez,malonejeffrey@example.com,2024-03-24,VIP
457,Rebecca Kelley,jacqueline02@example.com,2023-10-19,REGULAR
458,Mikayla Rodriguez,jacobconrad@example.com,2023-12-13,REGULAR
459,Cheryl Morgan,owilliams@example.net,2024-09-10,REGULAR
460,Joanna Barrett,tamarasmith@example.net,2023-08-13,VIP
461,Sara Webb,heatherthompson@example.org,2023-09-22,REGULAR
462,Lisa Morris,mbarnes@example.net,2025-01-15,VIP
463,Victor Waller,iballard@example.com,2024-09-20,REGULAR
464,Kayla Cameron,jennifer83@example.org,2023-12-09,PREMIUM
465,Melissa Morse,tinasantos@example.org,2024-07-10,VIP
466,Erica Wilson,anna99@example.net,2024-12-08,VIP
467,Stephanie Ferguson,hstokes@example.org,2023-07-27,REGULAR
468,Michael Gonzalez,tonyavega@example.org,2025-03-12,PREMIUM
469,Elizabeth Molina,howardshaun@example.net,2025-04-02,REGULAR
470,Sharon Newton,yyoung@example.net,2024-02-03,REGULAR
471,Tammy Hughes,tammy00@example.net,2024-01-08,PREMIUM
472,Priscilla Berg,rhondabush@example.net,2024-04-02,PREMIUM
473,Nancy Gonzalez,kellythompson@example.net,2023-09-01,REGULAR
474,Nancy Wilson,pattersonangela@example.org,2023-11-03,PREMIUM
475,Abigail Owens,billmcfarland@example.net,2023-08-15,REGULAR
476,Lisa Stanley,jtyler@example.com,2023-08-31,VIP
478,Daniel Lewis,mark43@example.net,2024-07-30,VIP
479,Samantha Zavala Md,sean99@example.org,2025-06-07,REGULAR
480,Erica Moon,cruzamber@example.com,2023-07-27,PREMIUM
481,Patricia Robertson,stucker@example.net,2023-11-26,VIP
482,Tiffany Jackson,simsjason@example.net,2025-01-23,PREMIUM
483,Jessica Garcia,elucas@example.net,2024-11-20,VIP
484,Mitchell Johnson,brownlaura@example.net,2023-08-29,VIP
486,Kimberly May,avilabrenda@example.net,2025-03-19,REGULAR
487,Jonathan Roberts,catherine47@example.com,2024-04-22,REGULAR
488,Kara Ferguson,julierobles@example.net,2024-02-09,REGULAR
489,Elizabeth Eaton,susan08@example.net,2023-10-20,PREMIUM
490,Kenneth Long,torreskaitlin@example.net,2024-03-16,REGULAR
491,Matthew Hunt,jackjensen@example.com,2023-11-27,REGULAR
492,Robert Phelps,enewman@example.com,2024-11-10,VIP
493,Craig Carpenter,michael31@example.com,2024-10-03,PREMIUM
494,Emily Hayes,heather29@example.net,2024-03-31,PREMIUM
495,Jeffrey Smith,kristenjoseph@example.net,2024-05-22,VIP
496,Brandy Quinn,wford@example.com,2024-06-28,VIP
497,Matthew Miller,michele28@example.org,2024-01-17,REGULAR
498,Angela Jones,atkinsoncrystal@example.net,2024-09-03,PREMIUM
499,Christy Johnson,amy87@example.net,2025-01-24,REGULAR
500,Daniel Barton,dennis88@example.org,2024-04-23,VIP
501,Mary Charles,katherinetaylor@example.org,2023-11-16,REGULAR
502,Mary Faulkner,ccrosby@example.org,2025-01-14,PREMIUM
503,Dennis Young,aprilmoody@example.com,2024-06-15,REGULAR
504,Anthony Hooper,dakota84@example.net,2024-01-17,PREMIUM
505,Carrie Valdez,briana18@example.com,2024-04-08,REGULAR
506,Kelli Gomez,tommy79@example.org,2024-07-09,REGULAR
507,Christopher Jones,jason22@example.com,2024-09-20,PREMIUM
508,Mary Perry,jennifer77@example.com,2023-12-09,PREMIUM
509,Roy Johnson,andersonbrittany@example.org,2024-10-10,PREMIUM
510,Kenneth Brown,sandra86@example.net,2025-06-15,REGULAR
511,Sherry Luna,stacey37@example.net,2025-07-02,REGULAR
512,Carolyn Greer,laurahoover@example.org,2024-10-05,REGULAR
513,Carol Jennings,ecarlson@example.org,2024-04-10,VIP
514,Alan Mills,mserrano@example.org,2023-11-15,REGULAR
515,Linda Rich,davisdonna@example.net,2024-08-05,PREMIUM
516,Todd Gregory,xboyd@example.org,2024-11-29,PREMIUM
517,Todd Olson,zbell@example.net,2025-05-01,PREMIUM
518,Laura Coleman,thomas31@example.com,2024-09-17,REGULAR
519,Deanna Smith,lanedavid@example.org,2024-04-07,PREMIUM
520,Robert Ortiz,mooredenise@example.com,2024-01-15,PREMIUM
521,Krystal Carr,afischer@example.net,2025-01-31,VIP
522,Mr. Justin King,becky62@example.net,2023-10-03,VIP
523,Richard Avery,lewisrichard@example.com,2025-02-12,PREMIUM
525,Kyle Davis,jeffrey19@example.org,2024-12-18,VIP
526,Jennifer Douglas,jennifer90@example.org,2024-10-18,PREMIUM
527,Dakota Sandoval,james98@example.net,2024-11-29,REGULAR
529,James Willis,mclaughlincasey@example.org,2024-08-13,PREMIUM
530,Kristin Aguilar,sylvia43@example.net,2025-06-11,REGULAR
531,Jared Smith,richardrodriguez@example.org,2024-07-10,VIP
532,Bruce Palmer,nancy94@example.net,2024-05-27,PREMIUM
533,John Sanchez,susan77@example.net,2025-03-29,REGULAR
534,Mr. James Kramer,ericahall@example.com,2024-05-05,REGULAR
535,Joseph Haynes,john16@example.net,2025-01-05,VIP
536,Justin White,michael94@example.org,2025-05-30,PREMIUM
537,Susan Porter,jimmyallen@example.com,2023-12-06,PREMIUM
538,David Montgomery,kimberlywilson@example.org,2024-11-13,VIP
539,Lisa Duran,charlesnathan@example.com,2024-07-02,PREMIUM
540,Dr. Sheila Henry,raymond92@example.org,2024-07-26,PREMIUM
541,Todd Johnson,phillip27@example.org,2024-11-29,VIP
542,Michael Smith,nicolasgarcia@example.com,2024-09-28,VIP
543,Joshua Young,vmullen@example.com,2023-11-20,REGULAR
544,Jason Goodwin,melissa47@example.org,2024-08-29,PREMIUM
545,Melissa Olsen,linda86@example.com,2023-11-29,VIP
546,Nancy Kennedy,thompsonvictor@example.net,2024-07-20,REGULAR
547,Rachel Evans,rosshannah@example.org,2023-12-13,PREMIUM
548,Ryan Davis,jordan58@example.net,2025-05-19,REGULAR
549,Alejandro Martinez,barbarasantos@example.net,2023-11-13,VIP
550,Heather Nunez,champton@example.org,2024-04-12,PREMIUM
551,Mark Thomas,daniellemcfarland@example.com,2024-10-11,REGULAR
552,Sarah Jones,matthewedwards@example.net,2024-02-06,VIP
553,Matthew Nelson,xnorman@example.net,2024-09-09,VIP
554,Jennifer White,martinezjimmy@example.com,2025-05-25,VIP
555,Angela Jackson,davissharon@example.com,2024-08-12,VIP
556,James Hubbard,garciachristine@example.org,2024-10-29,VIP
557,Ellen Wright,scott22@example.net,2025-03-12,VIP
558,Matthew Dalton,michelle78@example.com,2024-08-12,VIP
559,Travis Ryan,owelch@example.net,2024-05-21,REGULAR
560,Kimberly Stout,zfernandez@example.org,2024-05-26,PREMIUM
561,David Torres,millskatherine@example.org,2024-03-16,PREMIUM
562,Adam Weeks,xevans@example.com,2025-02-10,REGULAR
563,Rebecca Kelley,robertcastro@example.com,2024-01-07,VIP
564,Maria Clayton,josehenderson@example.org,2024-07-20,PREMIUM
565,Lisa Benson,justin84@example.com,2023-11-23,VIP
566,Chad Rodriguez,rwilliamson@example.net,2024-10-05,PREMIUM
567,Alec Williams,lopezcurtis@example.com,2023-10-08,VIP
568,Adam Davis,snydermatthew@example.com,2025-02-01,REGULAR
569,Mr. Michael Johnson Jr.,brianrowe@example.org,2024-08-08,VIP
570,Steven Wright,hclayton@example.net,2024-01-06,PREMIUM
571,Jessica Rojas,gonzalezjill@example.org,2024-07-23,VIP
572,Mrs. Melanie Collins,eric08@example.net,2023-10-06,PREMIUM
573,Mr. Isaac Williams,teresayoung@example.com,2024-03-01,VIP
574,Donald Wilson,albertwilliams@example.net,2024-06-19,PREMIUM
575,Jacqueline Davis,vincentparks@example.com,2025-05-18,PREMIUM
576,Lori Brown Dds,martinezjesse@example.net,2025-02-03,PREMIUM
577,Renee Gonzales,andrewgray@example.net,2023-10-15,VIP
578,Karina Kim,amy73@example.net,2023-11-22,PREMIUM
579,Nicholas Hill,caseymoore@example.com,2025-02-26,VIP
580,Jordan Parsons,bgross@example.net,2025-03-25,REGULAR
581,Cynthia Le,rlee@example.com,2025-01-17,REGULAR
582,Douglas Ortiz,daniel81@example.org,2025-03-09,PREMIUM
583,Shane Harris,clee@example.net,2024-10-19,VIP
584,John Hanson,brandon39@example.net,2023-08-29,PREMIUM
585,Christine Henry,mcdonalddanielle@example.com,2024-08-19,VIP
586,Jennifer Wood,colonjoseph@example.org,2024-12-26,VIP
587,Angela Lewis,garciajerry@example.com,2023-11-24,REGULAR
588,Danielle Garrett,angelagrant@example.net,2023-09-24,VIP
589,Heather Ellis,kandrade@example.org,2024-08-13,VIP
590,Mary Ferguson,umahoney@example.net,2025-07-01,PREMIUM
591,Jacob Duran,umckenzie@example.net,2023-12-31,PREMIUM
592,Jaime Pierce,michael77@example.com,2023-07-09,VIP
593,Duane Smith,victoriaturner@example.com,2025-06-26,REGULAR
594,Ethan Ingram,samantha88@example.net,2025-05-14,PREMIUM
595,Andrew Kelly,josephpreston@example.org,2023-12-26,PREMIUM
596,Anna Ross,jessicacummings@example.com,2023-11-12,REGULAR
597,Melissa Johnston,larsonkevin@example.net,2025-02-18,PREMIUM
598,Richard Weeks,michael66@example.org,2025-04-03,VIP
599,Matthew Guzman,walterscrystal@example.org,2024-02-16,VIP
600,Joshua Hernandez,ericnunez@example.com,2025-06-16,VIP
